+1.83437000E+001, +1.28356900E+002, -2.10000000E+001,    +327
+1.88163000E+001, +1.28356900E+002, -2.10000000E+001,    +240
+1.92890000E+001, +1.28356900E+002, -2.10000000E+001,     +87
+1.97617000E+001, +1.28356900E+002, -2.10000000E+001,    +421
+2.02343000E+001, +1.28356900E+002, -2.10000000E+001,    +557
+2.07070000E+001, +1.28356900E+002, -2.10000000E+001,    +491
+2.11796000E+001, +1.28356900E+002, -2.10000000E+001,    +474
+2.16523000E+001, +1.28356900E+002, -2.10000000E+001,    +673
+2.21249000E+001, +1.28356900E+002, -2.10000000E+001,    +694
+2.25976000E+001, +1.28356900E+002, -2.10000000E+001,    +740
+2.30702000E+001, +1.28356900E+002, -2.10000000E+001,    +804
+2.35429000E+001, +1.28356900E+002, -2.10000000E+001,    +920
+2.40156000E+001, +1.28356900E+002, -2.10000000E+001,    +828
+2.44882000E+001, +1.28356900E+002, -2.10000000E+001,    +727
+2.49609000E+001, +1.28356900E+002, -2.10000000E+001,    +698
+2.54335000E+001, +1.28356900E+002, -2.10000000E+001,    +583
+2.59062000E+001, +1.28356900E+002, -2.10000000E+001,    +465
+2.63788000E+001, +1.28356900E+002, -2.10000000E+001,    +513
+2.68515000E+001, +1.28356900E+002, -2.10000000E+001,    +425
+2.73241000E+001, +1.28356900E+002, -2.10000000E+001,    +735
+2.77968000E+001, +1.28356900E+002, -2.10000000E+001,    +722
+2.82695000E+001, +1.28356900E+002, -2.10000000E+001,    +519
+2.87421000E+001, +1.28356900E+002, -2.10000000E+001,    +500
+2.92148000E+001, +1.28356900E+002, -2.10000000E+001,    +419
+2.96874000E+001, +1.28356900E+002, -2.10000000E+001,    +842
+3.01601000E+001, +1.28356900E+002, -2.10000000E+001,   +1263
+3.06327000E+001, +1.28356900E+002, -2.10000000E+001,    +872
+3.11054000E+001, +1.28356900E+002, -2.10000000E+001,    +696
+3.15781000E+001, +1.28356900E+002, -2.10000000E+001,    +833
+3.20507000E+001, +1.28356900E+002, -2.10000000E+001,    +986
+3.25234000E+001, +1.28356900E+002, -2.10000000E+001,    +877
+3.29960000E+001, +1.28356900E+002, -2.10000000E+001,    +637
+3.34687000E+001, +1.28356900E+002, -2.10000000E+001,    +290
+1.83437000E+001, +1.27884300E+002, -2.10000000E+001,    +166
+1.88163000E+001, +1.27884300E+002, -2.10000000E+001,    +381
+1.92890000E+001, +1.27884300E+002, -2.10000000E+001,    +341
+1.97617000E+001, +1.27884300E+002, -2.10000000E+001,    +234
+2.02343000E+001, +1.27884300E+002, -2.10000000E+001,    +341
+2.07070000E+001, +1.27884300E+002, -2.10000000E+001,    +539
+2.11796000E+001, +1.27884300E+002, -2.10000000E+001,    +617
+2.16523000E+001, +1.27884300E+002, -2.10000000E+001,    +644
+2.21249000E+001, +1.27884300E+002, -2.10000000E+001,    +722
+2.25976000E+001, +1.27884300E+002, -2.10000000E+001,    +735
+2.30702000E+001, +1.27884300E+002, -2.10000000E+001,    +702
+2.35429000E+001, +1.27884300E+002, -2.10000000E+001,    +809
+2.40156000E+001, +1.27884300E+002, -2.10000000E+001,    +881
+2.44882000E+001, +1.27884300E+002, -2.10000000E+001,    +842
+2.49609000E+001, +1.27884300E+002, -2.10000000E+001,    +656
+2.54335000E+001, +1.27884300E+002, -2.10000000E+001,    +583
+2.59062000E+001, +1.27884300E+002, -2.10000000E+001,    +498
+2.63788000E+001, +1.27884300E+002, -2.10000000E+001,    +414
+2.68515000E+001, +1.27884300E+002, -2.10000000E+001,    +537
+2.73241000E+001, +1.27884300E+002, -2.10000000E+001,    +730
+2.77968000E+001, +1.27884300E+002, -2.10000000E+001,    +542
+2.82695000E+001, +1.27884300E+002, -2.10000000E+001,    +631
+2.87421000E+001, +1.27884300E+002, -2.10000000E+001,    +568
+2.92148000E+001, +1.27884300E+002, -2.10000000E+001,    +348
+2.96874000E+001, +1.27884300E+002, -2.10000000E+001,    +417
+3.01601000E+001, +1.27884300E+002, -2.10000000E+001,    +816
+3.06327000E+001, +1.27884300E+002, -2.10000000E+001,    +831
+3.11054000E+001, +1.27884300E+002, -2.10000000E+001,    +876
+3.15781000E+001, +1.27884300E+002, -2.10000000E+001,    +894
+3.20507000E+001, +1.27884300E+002, -2.10000000E+001,    +886
+3.25234000E+001, +1.27884300E+002, -2.10000000E+001,   +1023
+3.29960000E+001, +1.27884300E+002, -2.10000000E+001,    +925
+3.34687000E+001, +1.27884300E+002, -2.10000000E+001,    +278
+1.83437000E+001, +1.27411600E+002, -2.10000000E+001,    +364
+1.88163000E+001, +1.27411600E+002, -2.10000000E+001,    +336
+1.92890000E+001, +1.27411600E+002, -2.10000000E+001,    +532
+1.97617000E+001, +1.27411600E+002, -2.10000000E+001,    +544
+2.02343000E+001, +1.27411600E+002, -2.10000000E+001,    +527
+2.07070000E+001, +1.27411600E+002, -2.10000000E+001,    +537
+2.11796000E+001, +1.27411600E+002, -2.10000000E+001,    +655
+2.16523000E+001, +1.27411600E+002, -2.10000000E+001,    +690
+2.21249000E+001, +1.27411600E+002, -2.10000000E+001,    +790
+2.25976000E+001, +1.27411600E+002, -2.10000000E+001,    +810
+2.30702000E+001, +1.27411600E+002, -2.10000000E+001,    +744
+2.35429000E+001, +1.27411600E+002, -2.10000000E+001,    +832
+2.40156000E+001, +1.27411600E+002, -2.10000000E+001,    +801
+2.44882000E+001, +1.27411600E+002, -2.10000000E+001,    +646
+2.49609000E+001, +1.27411600E+002, -2.10000000E+001,    +580
+2.54335000E+001, +1.27411600E+002, -2.10000000E+001,    +711
+2.59062000E+001, +1.27411600E+002, -2.10000000E+001,    +584
+2.63788000E+001, +1.27411600E+002, -2.10000000E+001,    +384
+2.68515000E+001, +1.27411600E+002, -2.10000000E+001,    +458
+2.73241000E+001, +1.27411600E+002, -2.10000000E+001,    +551
+2.77968000E+001, +1.27411600E+002, -2.10000000E+001,    +509
+2.82695000E+001, +1.27411600E+002, -2.10000000E+001,    +535
+2.87421000E+001, +1.27411600E+002, -2.10000000E+001,    +642
+2.92148000E+001, +1.27411600E+002, -2.10000000E+001,    +691
+2.96874000E+001, +1.27411600E+002, -2.10000000E+001,    +616
+3.01601000E+001, +1.27411600E+002, -2.10000000E+001,    +726
+3.06327000E+001, +1.27411600E+002, -2.10000000E+001,    +665
+3.11054000E+001, +1.27411600E+002, -2.10000000E+001,    +788
+3.15781000E+001, +1.27411600E+002, -2.10000000E+001,    +736
+3.20507000E+001, +1.27411600E+002, -2.10000000E+001,    +741
+3.25234000E+001, +1.27411600E+002, -2.10000000E+001,    +798
+3.29960000E+001, +1.27411600E+002, -2.10000000E+001,    +743
+3.34687000E+001, +1.27411600E+002, -2.10000000E+001,    +358
+1.83437000E+001, +1.26939000E+002, -2.10000000E+001,    +519
+1.88163000E+001, +1.26939000E+002, -2.10000000E+001,    +454
+1.92890000E+001, +1.26939000E+002, -2.10000000E+001,    +471
+1.97617000E+001, +1.26939000E+002, -2.10000000E+001,    +470
+2.02343000E+001, +1.26939000E+002, -2.10000000E+001,    +569
+2.07070000E+001, +1.26939000E+002, -2.10000000E+001,    +454
+2.11796000E+001, +1.26939000E+002, -2.10000000E+001,    +626
+2.16523000E+001, +1.26939000E+002, -2.10000000E+001,    +736
+2.21249000E+001, +1.26939000E+002, -2.10000000E+001,    +759
+2.25976000E+001, +1.26939000E+002, -2.10000000E+001,    +664
+2.30702000E+001, +1.26939000E+002, -2.10000000E+001,    +595
+2.35429000E+001, +1.26939000E+002, -2.10000000E+001,    +841
+2.40156000E+001, +1.26939000E+002, -2.10000000E+001,    +776
+2.44882000E+001, +1.26939000E+002, -2.10000000E+001,    +600
+2.49609000E+001, +1.26939000E+002, -2.10000000E+001,    +397
+2.54335000E+001, +1.26939000E+002, -2.10000000E+001,    +487
+2.59062000E+001, +1.26939000E+002, -2.10000000E+001,    +593
+2.63788000E+001, +1.26939000E+002, -2.10000000E+001,    +614
+2.68515000E+001, +1.26939000E+002, -2.10000000E+001,    +494
+2.73241000E+001, +1.26939000E+002, -2.10000000E+001,    +521
+2.77968000E+001, +1.26939000E+002, -2.10000000E+001,    +699
+2.82695000E+001, +1.26939000E+002, -2.10000000E+001,    +478
+2.87421000E+001, +1.26939000E+002, -2.10000000E+001,    +378
+2.92148000E+001, +1.26939000E+002, -2.10000000E+001,    +526
+2.96874000E+001, +1.26939000E+002, -2.10000000E+001,    +626
+3.01601000E+001, +1.26939000E+002, -2.10000000E+001,    +822
+3.06327000E+001, +1.26939000E+002, -2.10000000E+001,    +769
+3.11054000E+001, +1.26939000E+002, -2.10000000E+001,    +927
+3.15781000E+001, +1.26939000E+002, -2.10000000E+001,    +756
+3.20507000E+001, +1.26939000E+002, -2.10000000E+001,    +904
+3.25234000E+001, +1.26939000E+002, -2.10000000E+001,    +860
+3.29960000E+001, +1.26939000E+002, -2.10000000E+001,    +443
+1.83437000E+001, +1.26466300E+002, -2.10000000E+001,    +636
+1.88163000E+001, +1.26466300E+002, -2.10000000E+001,    +710
+1.92890000E+001, +1.26466300E+002, -2.10000000E+001,    +724
+1.97617000E+001, +1.26466300E+002, -2.10000000E+001,    +598
+2.02343000E+001, +1.26466300E+002, -2.10000000E+001,    +632
+2.07070000E+001, +1.26466300E+002, -2.10000000E+001,    +407
+2.11796000E+001, +1.26466300E+002, -2.10000000E+001,    +452
+2.16523000E+001, +1.26466300E+002, -2.10000000E+001,    +636
+2.21249000E+001, +1.26466300E+002, -2.10000000E+001,    +784
+2.25976000E+001, +1.26466300E+002, -2.10000000E+001,    +599
+2.30702000E+001, +1.26466300E+002, -2.10000000E+001,    +585
+2.35429000E+001, +1.26466300E+002, -2.10000000E+001,    +825
+2.40156000E+001, +1.26466300E+002, -2.10000000E+001,    +620
+2.44882000E+001, +1.26466300E+002, -2.10000000E+001,    +667
+2.49609000E+001, +1.26466300E+002, -2.10000000E+001,    +547
+2.54335000E+001, +1.26466300E+002, -2.10000000E+001,    +454
+2.59062000E+001, +1.26466300E+002, -2.10000000E+001,    +629
+2.63788000E+001, +1.26466300E+002, -2.10000000E+001,    +839
+2.68515000E+001, +1.26466300E+002, -2.10000000E+001,    +588
+2.73241000E+001, +1.26466300E+002, -2.10000000E+001,    +575
+2.77968000E+001, +1.26466300E+002, -2.10000000E+001,    +781
+2.82695000E+001, +1.26466300E+002, -2.10000000E+001,    +816
+2.87421000E+001, +1.26466300E+002, -2.10000000E+001,    +723
+2.92148000E+001, +1.26466300E+002, -2.10000000E+001,    +476
+2.96874000E+001, +1.26466300E+002, -2.10000000E+001,    +317
+3.01601000E+001, +1.26466300E+002, -2.10000000E+001,    +527
+3.06327000E+001, +1.26466300E+002, -2.10000000E+001,    +598
+3.11054000E+001, +1.26466300E+002, -2.10000000E+001,    +694
+3.15781000E+001, +1.26466300E+002, -2.10000000E+001,    +562
+3.20507000E+001, +1.26466300E+002, -2.10000000E+001,    +743
+3.25234000E+001, +1.26466300E+002, -2.10000000E+001,    +830
+3.29960000E+001, +1.26466300E+002, -2.10000000E+001,    +448
+1.83437000E+001, +1.25993700E+002, -2.10000000E+001,    +528
+1.88163000E+001, +1.25993700E+002, -2.10000000E+001,    +604
+1.92890000E+001, +1.25993700E+002, -2.10000000E+001,    +675
+1.97617000E+001, +1.25993700E+002, -2.10000000E+001,    +491
+2.02343000E+001, +1.25993700E+002, -2.10000000E+001,    +425
+2.07070000E+001, +1.25993700E+002, -2.10000000E+001,    +414
+2.11796000E+001, +1.25993700E+002, -2.10000000E+001,    +484
+2.16523000E+001, +1.25993700E+002, -2.10000000E+001,    +452
+2.21249000E+001, +1.25993700E+002, -2.10000000E+001,    +530
+2.25976000E+001, +1.25993700E+002, -2.10000000E+001,    +440
+2.30702000E+001, +1.25993700E+002, -2.10000000E+001,    +501
+2.35429000E+001, +1.25993700E+002, -2.10000000E+001,    +646
+2.40156000E+001, +1.25993700E+002, -2.10000000E+001,    +387
+2.44882000E+001, +1.25993700E+002, -2.10000000E+001,    +403
+2.49609000E+001, +1.25993700E+002, -2.10000000E+001,    +409
+2.54335000E+001, +1.25993700E+002, -2.10000000E+001,    +307
+2.59062000E+001, +1.25993700E+002, -2.10000000E+001,    +421
+2.63788000E+001, +1.25993700E+002, -2.10000000E+001,    +684
+2.68515000E+001, +1.25993700E+002, -2.10000000E+001,    +581
+2.73241000E+001, +1.25993700E+002, -2.10000000E+001,    +574
+2.77968000E+001, +1.25993700E+002, -2.10000000E+001,    +545
+2.82695000E+001, +1.25993700E+002, -2.10000000E+001,    +721
+2.87421000E+001, +1.25993700E+002, -2.10000000E+001,    +899
+2.92148000E+001, +1.25993700E+002, -2.10000000E+001,    +945
+2.96874000E+001, +1.25993700E+002, -2.10000000E+001,    +796
+3.01601000E+001, +1.25993700E+002, -2.10000000E+001,    +830
+3.06327000E+001, +1.25993700E+002, -2.10000000E+001,    +755
+3.11054000E+001, +1.25993700E+002, -2.10000000E+001,    +605
+3.15781000E+001, +1.25993700E+002, -2.10000000E+001,    +572
+3.20507000E+001, +1.25993700E+002, -2.10000000E+001,    +663
+3.25234000E+001, +1.25993700E+002, -2.10000000E+001,    +694
+3.29960000E+001, +1.25993700E+002, -2.10000000E+001,    +242
+1.83437000E+001, +1.25521000E+002, -2.10000000E+001,    +745
+1.88163000E+001, +1.25521000E+002, -2.10000000E+001,    +732
+1.92890000E+001, +1.25521000E+002, -2.10000000E+001,    +763
+1.97617000E+001, +1.25521000E+002, -2.10000000E+001,    +588
+2.02343000E+001, +1.25521000E+002, -2.10000000E+001,    +391
+2.07070000E+001, +1.25521000E+002, -2.10000000E+001,    +229
+2.11796000E+001, +1.25521000E+002, -2.10000000E+001,    +442
+2.16523000E+001, +1.25521000E+002, -2.10000000E+001,    +482
+2.21249000E+001, +1.25521000E+002, -2.10000000E+001,    +307
+2.25976000E+001, +1.25521000E+002, -2.10000000E+001,    +349
+2.30702000E+001, +1.25521000E+002, -2.10000000E+001,    +468
+2.35429000E+001, +1.25521000E+002, -2.10000000E+001,    +414
+2.40156000E+001, +1.25521000E+002, -2.10000000E+001,    +336
+2.44882000E+001, +1.25521000E+002, -2.10000000E+001,    +106
+2.49609000E+001, +1.25521000E+002, -2.10000000E+001,    +147
+2.54335000E+001, +1.25521000E+002, -2.10000000E+001,    +295
